BuildingID,IDF Filepath,Weather Filepath,Completed Simulation FolderPath,Simulation Status
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeLarge_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_OfficeLarge,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeMedium_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OfficeSmall_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_OutPatientHealthCare_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_RestaurantFastFood,Not Started
